caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
881,632,29,10,29,11,14,0,1,3,3,2,4,1,3,3,3,2,1,1,2,1,1,1,1,2,1,1,1,4,1,2,2,1,1,1,4,4,3,1,1,3,1,1
882,632,24,16,19,23,16,1,2,3,4,3,2,2,3,2,3,3,2,2,3,2,3,2,2,2,2,1,2,3,2,3,2,2,2,2,3,3,3,2,2,3,2,1
883,632,23,18,16,16,16,0,1,3,2,3,3,2,3,3,2,3,2,2,3,2,3,3,3,2,2,1,2,3,2,3,3,3,2,1,4,4,3,2,3,2,2,2
884,632,27,14,16,21,17,0,2,3,3,3,3,2,4,3,4,3,2,2,2,3,3,2,2,2,1,2,3,4,1,2,2,2,1,3,3,3,2,2,2,2,2,2
885,632,19.6877168488641,19.6261709840342,19,24.159736672877,16,0,3,2.31772696469047,2.08917301082442,3.11095612118809,3.0305163965321,4,2.84349168279708,2.10560140228344,2.60242042042731,3.19028038310844,2.37341679838734,2.43489531588942,2.56743860849488,2.89164526743257,2.64620545007217,2.61076055277373,2.60945718527463,2.54434449687087,2.62291650874019,1.85704080397015,2.69188750782445,2.96984513501896,2.15752685987854,2.8469609540505,2.67971095336931,3.09634521732066,2.2665438221785,2.09345365524956,2.828736370612,3,2.77950709033384,2.18647151833148,2.64688816761388,2.58457292797851,2.59327172801493,2.01955681381355
886,632,27,17,15,22,16,1,2,3,2,1,3,2,3,2,4,2,2,2,3,3,2,2,2,2,2,1,2,4,2,3,4,2,2,1,3,4,2,2,2,2,2,1
887,632,27,13,16,21,14,0,1,3,3,2,3,1,3,2,3,2,2,2,2,2,1,2,3,3,3,1,1,3,1,2,2,2,2,1,4,4,2,2,2,2,2,1
888,632,23,14,17,20,17,0,1,3,3,4,3,2,3,1,3,2,2,2,1,3,1,4,1,2,3,1,2,4,2,2,3,2,1,1,3,4,3,2,3,2,2,2
889,632,22,18,24,23,20,1,2,3,2,3,3,2,3,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,3,3,2,1,3,3,2,2,2,2,2,2
890,632,21,19,21,25,15,0,3,3,2,4,3,2,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,4,2,3,4,3,2,2,2,3,2,3,2,2,2,2
891,632,23,24,11,24,14,0,3,2,1,2,3,1,3,3,2,3,2,2,4,3,3,3,4,4,2,4,3,3,2,3,3,4,3,1.90977360327831,3,3.11135960209805,3,2,2,3,3,1
892,632,23,19,11,16,18,1,2,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,3,2,2,3,2,1,2
893,632,28,15,10,13,17,0,2,4,3,3,3,1,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,3,1,1,4,4,3,1,1,3,2,1
894,632,28,16,9,21,16,1,1,3,3,3,4,1,3,3,3,2,2,1,2,1,2,1,2,2,3,2,1,3,1,2,2,3,3,1,3,4,3,1,2,2,2,1
895,632,21,12,19,24,20,1,1,2,1,4,4,2,4,1,4,4,1,1,3,4,1,4,1,1,1,1,1,4,1,3,1,3,1,1,4,4,4,4,4,2,1,2
896,632,31,10,13,15,14,0,2,3,3,1,3,1,4,3,3,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,2,3,4,3,2,2,1,2,1,1
897,632,26,15,14,23,21,1,3,3,2,2,3,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,3,1,2,2,3,2,1,2,2,2,1
898,632,29,15,13,10,16,1,3,4,3,2,4,2,3,1,4,1,1,2,3,1,1,2,1,3,1,3,1,3,1,2,4,1,1,2,4,1,1,4,4,1,1,1
899,632,26,13,10,11,14,0,2,4,1,1,3,1,4,2,2,3,2,1,2,2,1,1,1,1,1,2,1,3,2,1,2,2,1,1,3,4,2,2,2,2,1,1
900,632,26,14,13,19,18,0,1,3,3,3,3,2,3,3,3,2,3,2,3,2,3,1,1,2,3,1,2,3,1,2,2,2,2,1,4,4,2,2,3,2,2,2
901,632,23,18,12,21,15,0,2,3,3,2,3,3,3,2,2,3,2,3,2,3,1,3,3,2,2,3,2,3,1,2,3,3,2,2,3,4,2,2,3,2,2,1
902,632,29,14,14,11,18,0,1,3,2,2,4,1,4,3,3,2,2,1,3,2,2,3,2,1,2,1,2,4,2,1,2,3,2,1,4,4,3,1,3,2,2,1
903,632,27,19.1130170423429,14,17,16,0,2,4,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2.11301706621332,3,2,3,3,3,2,1,4,4,2,2,3,2,2,2
904,632,24,19,12,18,15,0,1,3,4,2,3,3,3,2,3,4,2,3,3,2,3,1,3,3,1,1,2,3,2,3,3,3,3,2,4,4,3,2,2,2,2,2
905,632,24,18,14,20,22,1,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,3,3,2,2,3,2,2,2
906,632,22,17,18,18.8159965406627,16,1,2,2,3,2,2,2,3,1,3,3,3,3,2,3,3,1,3,3,3,2,3,3,2,2,1,3,2,1,3,4,1,2,2,1,2,2
907,632,25,18,19,21,19,1,1,2,3,1,3,2,3,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,2,2,3,4,2,2,3,2,3,2
908,632,20,17,17.125347857782,21.732696155119,15.2456113517183,0,2,3,2,3,1,2,2,3,3,4,2.1285089746387,3,1,2,2,2,2.02351056449766,2,4,2,4,4,3,2,1,3,1,3,3,3,3,2,2,3,2,2
909,632,30.0749873485232,11.2869387203952,12.0902205304132,19.3138401969726,13.8248222705545,1,1,4,4,2,3,1,3,2.98801114792299,3.08709209294125,2,2,2,1,2,1,2,1,2,1.98775336587957,1,1.76292772624299,3.47598899485233,1,2,1,2,1,2,3,4,3,2,4,2.55876680802315,2,2
910,632,26,20,15,17,14,1,1,3,3,2,3,2,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,3,2,3,3,2,3,3,2,2,2,2,2,2
911,632,25,17,20,20,13.9381004089056,0,1,3,3,3,3,3,3,3,4,3,1,2,1,2,2,2,1,1,1,3,2,4,1,3,2,3,2,2,4,4,3,1,2,3,2,1
912,632,24,18,22,22,23,0,2,2,2,3,4,2,3,2,3,2,1,3,2,3,2,2,4,3,3,1,2,2,2,2,3,2,3,1,2,3,3,1,1,2,1,1
913,632,26,18,21,20,20,1,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,1,4,4,3,2,2,3,2,2
914,632,24,17,11,24,20,1,2,3,3,3,4,3,3,3,1,2,2,2,3,4,3,3,2,2,3,1,3,3,2,2,1,4,2,2,4,4,4,3,4,4,3,3
915,632,27,18,17,15,19,0,2,3,3,2,3,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2
916,632,20,13,18,20,20,0,2,1,2,1,2,4,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,4,2,1,1,2,2,2,3,3,2,2,2,2,3,1
917,632,24,18,15,18,20,0,2,3,3,2,3,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2
918,632,28,21.1713428426749,17,18,15.3591550662634,1,3,2,3,2,3,1,3,4,2,1,3,4,2,2,1,3,1,1,3,3,2,1,2,1,3,4,2.17134274248465,2,2,4,1,4,1,1.59841291024671,1,2
919,632,25,18,17,24,17,1,1,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2
920,632,24,20,17,23,15,0,1,4,2,2,3,2,3,2,3,4,2,2,3,1,1,1,2,1,1,2,3,4,2,3,4,4,1,1,3,4,2,3,3,3,3,1
921,632,23,17,18,20,17,1,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,3,2,1,4,4,2,2,2,2,2,2
922,632,17,28,13,21,16,1,1,3,1,4,1,3,3,1,4,4,1,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,1,2,4,1,1,1,1,1,1
923,632,26.519950899356,14.0763136265643,11,19.0426319597228,17,0,3,3.10159623662319,2.71465589251848,2.17437576008411,3.08270854157066,1.73369948335136,3.10113461697195,2.64376414218301,2.97644331216869,2.19220424642655,1.62739874161701,1.86266126320935,1.93242535362819,2.09690726497219,1.9202946334627,1.91857817900248,1.7952996877972,1.73002094167776,1.8448740665311,1,1.85627809090442,3.39419461959289,1.490306993179,2.36463116456789,1.91358671172907,2.25059506942213,1.5951102163839,2,3.35636963868291,3.5941116217791,2.48209152454377,1.57155568910613,2.64441038112377,2.20574915590677,1.824430849101,1.45720746591801
924,632,21.1013397936438,20.6895473305769,16.8694819363468,20.6994358573616,16.9543977593958,1,1,3,2,3,4,2,2,1,2,2.89900518248472,1,3,2,3,2.63167149728392,1.96278672515901,2.20112599692165,2.04335077309539,2,4,2,3,2.05771347569203,3,2.63183386279454,3,2,1,4,1,4,2,2,2,2.23485559611411,1.64764138852946
925,632,25.15589405884,16.3857188926079,15.5076750176297,20.3937085703839,14.7855027164758,0,3,2.89648400183279,2.58417003206173,2.44367071522507,3.06883320121744,1.97944152054868,3.05957787086911,2.53403386282754,2.90767822588211,2.4717283152483,1.93990452363287,2.18783455920414,2.24788303290162,2.39472789754756,2.26397043030199,3,2.18124862923518,2.13475271773806,2.17210980299449,1.56339791223734,2.11931550734185,3.22609997196226,1.77589783305323,2.58842561766714,2.18552976086343,2.48991805694466,1.88933417382397,1.68303436224789,3.2221929306221,3.49917724707593,2.49789873615285,1.6990836914105,2.55871616793745,2.28812739448648,2.03803762616322,1.60064543311473
926,632,22,17,17,20,14,1,2,3,1,2,2,1,2,2,3,3,2,1,3,2,2,2,2,2,1,1,2,4,2,3,3,3,2,1,3,4,2,2,2,2,2,2
927,632,29,19,17,19,15,0,2,3,3,1,3,2,3,3,3,1,3,2.21423068548272,3,3,2,2,2.28159061589116,2,3,2,2,2,3,2,1,3,3,2,3,3,3,2,2.34455285909671,2,2,1
928,632,24,17,20,22,20,1,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,3,2,3,2,2,2,2,3,4,2,3,3,2,2,2
929,632,27,12,9,22,17,0,1,3,3,2,3,2,3,2,4,2,1,1,3,1,1,2,2,1,1,1,1,4,1,2,2,2,2,1,4,4,3,2,2,3,3,1
930,632,24,19,15,19,16.2786293953397,1,2,2,2,2,2,2,3,3,3,2,3,3,4,2,1,3,1,2,3,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3
931,632,30,11,9,15,14,0,1,3,4,1,3,1,3,2,3,1,2,1,1,2,1,1,1,1,1,1,1,4,1,2,2,2,1,1,4,4,3,1,2,2,1,1
932,632,23,19,17,19,21,0,3,2,2,1,3,2,2,3,3,4,3,4,1,1,3,2,1,3,4,3,3,4,4,2,1,2,3,3,1,4,3,1,2,4,3,1
933,632,32,11,10,16,14,1,2,4,4,1,3,1,3,4,3,2,2,2,2,2,2,2,1,2,1,1,2,4,1,2,2,1,1,3,4,4,2,1,2,2,2,1
934,701,25.2152542542043,16,14.7202662239975,20.3048383117782,14.1227341608457,1,2,2.94172759425138,2.53669165423043,2.42951303119712,3.03114638579296,1.91433365629201,3.00493632812085,2.59980489370198,2.91156256070679,2.46668468575986,1.92046755156785,1.96551794124582,1.95010188760202,2.27986934104163,2.13111390315212,2.10465045653973,1.97494403846338,2.00476757387187,2.06718720555718,1,2,3,2,3,1,3,2,1.51705788077544,3.26011812828703,3.5391942554977,2.42985023803198,1.50725875730283,2.34446210525861,2.16267231869822,1.91256970478848,1.45545435860759
935,701,27,14,12,23,13.5628569906388,0,1,3,2,2,3,1,3,3,3,2,1,1.51576518703285,2,2,3,1,2,1,1,1,2,3,1,2,3,2,1,1,3,3,2,2,3,2,2,1
936,701,26.0477816503864,17,15.6282555721762,20.4223001968548,9,1,3,2.9852993135079,2.76224624950306,2.19715242557428,2.96243786072536,1.90862505769226,2.95901295902718,2.66377570418435,3.04833983474894,2.22752374387303,2.0205870177823,2.07579945735218,2.21311711974661,2.24179167604224,2.11412628185357,2.13227945269918,2.08190656927734,2.10860499347234,2.0295277689085,1,2,3,2,3,2,2,3,1.58101257894488,3.17548609600824,3.48104367935099,2.39273396031924,1.56073696472837,2.13329378162614,2.20004035747978,1.93499675007771,1.52494583180876
937,701,24.3382588492875,17,15.6091847782761,20.9789524847554,8,1,2,2.71352355963299,2.48663416303597,2.49297106782838,3.00792944635989,2.03280897980722,3.01869664079414,2.41703437711027,2.69981341194705,2.47968141546066,1.88930636367826,2.10789914608005,2.27589194421355,2.48607842505954,2.29021790413032,2.0862569473029,2.17225858891712,2.10791559116662,2.25566341576216,2,3,3,1,2,2,3,2,1.8482765979725,3.00401680255425,3.26560717019228,2.57298849372665,1.79863311799285,2.57667704197133,2.38935998490465,2.04175542556956,1.51212336833827
938,701,26.9180256807231,14,13.4480112236075,20.2223017668384,8,1,1,3.07467887643524,2.67136875678621,2.34668310909381,3.31426217559445,1.70627346187607,3.35128131520354,2.69665724909096,3.14823529313808,2.28549916342335,1.32224241021172,1.81751599633493,1.9196872710154,1.93399870460916,1.77667366042142,1.84840091139704,1.77897676437504,1.65214000023245,1.78963927364622,1,2,4,1,3,3,2,1,1.34415045071808,3.56427440284685,3.76707380139735,2.57320861319734,1.47714131368256,2.54190422960433,2.34817957222944,1.9201488319375,1.31743013837115
939,701,26.4295267173123,15,14.4976974031304,19.0193088699741,8,1,2,2.96358708075874,2.77843844534444,2.02721668115343,2.983973502626,1.71801005540356,2.97011885277476,2.57056004952111,2.92107884353007,2.0130724525392,1.65495987691244,1.87727971394345,2.12269727209307,2.05995952731206,1.88109854219348,1.83126359036394,1.85963625711617,1.75702192185444,1.84956606507687,2,2,3,1,2,2,2,2,1.65787404260452,3.20561193168968,3.41306312500164,2.36215284220119,1.59651356114325,2.37653786035458,2.19860621776182,1.7646576542722,1.35293956994884
940,701,26.7568408835058,14,13.698097262048,18.8574396937455,8,1,3,3.1287761538005,2.69797188754826,2.15854011846012,3.09519240501381,1.62667129278748,3.0547432188423,2.71901338293559,2.99045615112563,2.14405840819933,1.57988973761115,1.79770843165765,1.72617390770092,1.89286082807681,1.88936360832652,1.80037415115602,1.68978535077182,1.63358602402713,1.79663251796351,1,2,3,2,3,1,2,1,1.37585639501442,3.46286826746783,3.67138052221474,2.3193133193452,1.3756586243302,2.16041396641259,2.08816869131775,1.7452222404488,1.33752550052177
941,701,28.0074555074722,12,12.6123767303589,17.7199099586629,8,1,2,3.18715900302673,2.93775736965061,1.68007752608795,2.96619032070814,1.46888790325118,3.00714098907862,2.75079297912637,3.08138985024079,1.77395153221051,1.4509880060696,1.55564330770636,1.77423640569226,1.75219671484597,1.4591581498415,1.64193483289353,1.56628680648494,1.51438693392767,1.56179872445476,1,1,3,1,2,1,2,2,1.32383358295764,3.43991837240274,3.65090620722822,2.22552204591562,1.24437916867389,2.19399563342186,2.02084397928886,1.50497567636933,1.08317636132456
942,701,27.9739293852195,12,12.7185362309745,16.8513394600951,8,1,2,3.15385282460983,2.97970089490376,1.4909859917095,2.86854823721358,1.43862221060761,2.92388652716761,2.63173845342694,3.00679557398127,1.66096400799676,1.45460297218231,1.52827136599234,1.86586694855936,1.75184212811347,1.45311346692817,1.56971315178133,1.5873225399095,1.46145773158542,1.52292404152469,2,1,3,1,1,1,2,2,1.5081762681116,3.31050040214079,3.51358217259583,2.16695842999945,1.38167658148644,2.3413389504188,2.02793855225264,1.41070753481694,1.13479938010442
943,701,28.8925328513314,10,11.2581048580015,17.6049358840855,8,1,2,3.32022350817404,2.91102958846431,1.76595177237185,3.19975551711548,1.34058078286706,3.3030291104269,2.84342547008242,3.25838186775505,1.83666255156295,1.08880865732887,1.3736646747933,1.51449389296313,1.5514030403125,1.32301625534793,1.49061773350731,1.38434805145272,1.2860983046627,1.39561705018999,1,1,4,1,2,1,2,1,1.16674844314541,3.66405863422964,3.88480323548338,2.31698173857007,1.13002075113588,2.3915165812616,2.08821933269961,1.46514696716304,.96598556061915
944,701,29.2289023263164,12,12.3821883675638,17.5306080551064,9,1,1,3.33605336668402,2.98303584052063,1.8821007696269,3.29098851621129,1.31949163662201,3.24144079884656,2.88387017734553,3.38817047532394,1.69307016752252,1.07723470953186,1.53759931387531,1.71601293864297,1.4554842392647,1.42844798242834,1.48583244144567,1.34562045649341,1.20764387688767,1.29622418439667,2,1,4,1,3,2,1,1,1.2623731515109,3.65711796086192,3.81778774233627,2.24214525005294,1.22823464505625,2.23803599150902,2.04109605437035,1.49543270333381,1.05211596069895
945,701,28.1896908003065,10,11.5938922302535,16.6101582435763,9,1,1,3.23261182016197,2.9343548847923,1.48347932258586,2.93300121777013,1.33920332202231,3.01615409918575,2.65570224033273,2.95576638471897,1.71514679198774,1.25590439143664,1.40560264563411,1.60067155089836,1.61138841640072,1.29014216365287,1.48262608128951,1.45467092418856,1.28950443398805,1.47201502012332,1,1,3,1,1,1,2,1,1.30046967706577,3.56543386814616,3.71147631193146,2.23526479672687,1.29002915642564,2.4610400064393,2.03717875444534,1.44053989703491,1.10272522818377
